,TCS.NS_Open,TCS.NS_Close,TCS.NS_Volume,INFY.NS_Open,INFY.NS_Close,INFY.NS_Volume,HCLTECH.NS_Open,HCLTECH.NS_Close,HCLTECH.NS_Volume,WIPRO.NS_Open,WIPRO.NS_Close,WIPRO.NS_Volume,LTIM.NS_Open,LTIM.NS_Close,LTIM.NS_Volume,TECHM.NS_Open,TECHM.NS_Close,TECHM.NS_Volume,TCS.NS_SO_K,TCS.NS_SO_D,TCS.NS_SO_B/S_Decision,INFY.NS_SO_K,INFY.NS_SO_D,INFY.NS_SO_B/S_Decision,HCLTECH.NS_SO_K,HCLTECH.NS_SO_D,HCLTECH.NS_SO_B/S_Decision,WIPRO.NS_SO_K,WIPRO.NS_SO_D,WIPRO.NS_SO_B/S_Decision,LTIM.NS_SO_K,LTIM.NS_SO_D,LTIM.NS_SO_B/S_Decision,TECHM.NS_SO_K,TECHM.NS_SO_D,TECHM.NS_SO_B/S_Decision,TCS.NS_MACD,TCS.NS_signal_MACD,TCS.NS_signal_MACD_diff,TCS.NS_MACD_B/S_Decision,INFY.NS_MACD,INFY.NS_signal_MACD,INFY.NS_signal_MACD_diff,INFY.NS_MACD_B/S_Decision,HCLTECH.NS_MACD,HCLTECH.NS_signal_MACD,HCLTECH.NS_signal_MACD_diff,HCLTECH.NS_MACD_B/S_Decision,WIPRO.NS_MACD,WIPRO.NS_signal_MACD,WIPRO.NS_signal_MACD_diff,WIPRO.NS_MACD_B/S_Decision,LTIM.NS_MACD,LTIM.NS_signal_MACD,LTIM.NS_signal_MACD_diff,LTIM.NS_MACD_B/S_Decision,TECHM.NS_MACD,TECHM.NS_signal_MACD,TECHM.NS_signal_MACD_diff,TECHM.NS_MACD_B/S_Decision,TCS.NS_RSI,TCS.NS_RSI_B/S_Decision,INFY.NS_RSI,INFY.NS_RSI_B/S_Decision,HCLTECH.NS_RSI,HCLTECH.NS_RSI_B/S_Decision,WIPRO.NS_RSI,WIPRO.NS_RSI_B/S_Decision,LTIM.NS_RSI,LTIM.NS_RSI_B/S_Decision,TECHM.NS_RSI,TECHM.NS_RSI_B/S_Decision,TCS.NS_Final_BorS_Decision,INFY.NS_Final_BorS_Decision,HCLTECH.NS_Final_BorS_Decision,WIPRO.NS_Final_BorS_Decision,LTIM.NS_Final_BorS_Decision,TECHM.NS_Final_BorS_Decision,Cash Balance,TCS.NS_owned_shares,INFY.NS_owned_shares,HCLTECH.NS_owned_shares,WIPRO.NS_owned_shares,LTIM.NS_owned_shares,TECHM.NS_owned_shares,Portfolio Value,NS Portfolio Value,Nifty50,Nifty50_Value,Strategy_Portfolio_DReturns,NS_Portfolio_DReturns,Nifty50_DReturns
2023-03-22,3046.9801096973406,3047.710205078125,1123939,1343.74298639385,1330.57373046875,8356487,1017.8847255555422,1008.096923828125,1382329,367.06716561941965,365.6202392578125,2687423,4603.305745789399,4539.6494140625,409812,1029.1008676472923,1031.5399169921875,1750203,7.161410045534598,1.4322820091069197,Buy,0.0,1.6793410849714665,Buy,16.666666666666664,27.297263063406906,NA,0.0,1.9703005439672463,Buy,29.67630536881849,26.811971455456433,NA,53.1900130211747,60.412355729771,NA,-72.83853028357407,-51.88186668341589,-20.95666360015818,NA,-38.959008666934096,-31.58532562454234,-7.373683042391757,NA,-5.601223080521208,-3.3208863693049366,-2.280336711216272,NA,-8.052883349322144,-5.874984905926442,-2.1778984433957023,NA,-0.7516303044676533,14.78078540040213,-15.532415704869784,NA,9.42790660492983,11.793695662529487,-2.365789057599656,NA,21.178188071339207,Buy,24.643905851708936,Buy,43.12696612538864,NA,21.618456808412404,Buy,42.49342964531261,NA,43.741404831610765,NA,Buy,Buy,NA,Buy,NA,NA,-678.0518271016772,95,220,0,788,68,0,1178385.5470498514,1003273.5191650391,17151.900390625,943354.521484375,0.00030737625414678504,0.0004373207606158669,0.0025953757489405316
2023-03-23,3032.2321483837054,3041.723388671875,1372218,1325.4975174939302,1316.49462890625,7607718,1003.9487044158898,993.6016235351562,2178855,364.12344065338715,360.7306823730469,4742596,4501.816746564954,4492.93212890625,400901,1019.8135997426099,1031.399169921875,1720354,6.028494812085843,2.637980971524088,Buy,0.0,1.6793410849714665,Buy,0.0,27.297263063406906,NA,0.0,1.9703005439672463,Buy,16.25354437625634,30.0626803307077,NA,53.45517058979106,57.38608129058033,NA,-74.66926619392598,-56.43934658551792,-18.22991960840806,NA,-40.4251882265678,-33.35329814494743,-7.071890081620367,NA,-7.23603464730661,-4.1039160249052715,-3.1321186224013386,NA,-8.70031427001345,-6.440050778743844,-2.2602634912696065,NA,-5.585897688874866,10.707448782546733,-16.2933464714216,NA,8.379452218713368,11.110846973766263,-2.7313947550528948,NA,24.381675970066325,Buy,25.769655256210015,Buy,36.967127991555614,NA,20.662951686103284,Buy,41.85208104161769,NA,47.42726875176281,NA,Buy,Buy,NA,Buy,NA,NA,-678.0518271016772,95,220,0,788,68,0,1167689.6509316873,994885.3828735352,17076.900390625,939229.521484375,-0.00907673735895842,-0.00836076715997136,-0.004372693304643627
2023-03-24,3065.329777827459,3037.68359375,1329577,1329.3765789279403,1322.3370361328125,7559127,1000.2200213650611,980.411376953125,2688253,362.5767647213281,360.98016357421875,3953348,4537.940723086408,4492.4931640625,477503,1036.605894602231,1033.74462890625,1943460,4.6798001450822815,3.5739410005405445,Buy,3.4629889036171777,0.6925977807234356,Buy,0.0,14.364578660762948,Buy,0.7704566852550141,0.1540913370510028,Buy,16.103948401869033,27.161140941782303,NA,56.84298686414528,52.80454629812757,NA,-75.5749344799192,-60.26646416439818,-15.308470315521014,NA,-40.647157524713975,-34.81207002090074,-5.835087503813234,NA,-9.486621389681545,-5.180457097860526,-4.306164291821019,NA,-9.088510202997043,-6.969742663594484,-2.1187675394025582,NA,-9.344789300218508,6.697001165993685,-16.04179046621219,NA,7.649623405260854,10.418602260065182,-2.7689788548043275,NA,19.847590765921908,Buy,25.380641877922315,Buy,28.27140685980821,Buy,16.705314859780856,Buy,41.380391436563166,NA,54.69274143042879,NA,Buy,Buy,Buy,Buy,NA,NA,-678.0518271016772,95,220,0,788,68,0,1168757.9415811014,993547.6623535156,16945.05078125,931977.79296875,0.0009148754967227557,-0.001344597622045418,-0.007720933328590696
2023-03-27,3051.7989370660166,3039.43603515625,1524217,1327.7004606936127,1330.286376953125,4170193,981.856237824466,980.1782836914062,1459887,360.980137090452,360.481201171875,3113857,4510.603916577478,4449.779296875,249140,1022.6279185599667,1034.7294921875,1455300,5.5036428809390125,4.674669576728347,Buy,8.177140743775155,2.3280259294784664,Buy,0.0,7.569033459221423,Buy,0.0,0.1540913370510028,Buy,1.5476331149216198,19.969135584969283,Buy,58.2655382174028,52.81868894075043,NA,-75.2834549396157,-63.269862319441685,-12.013592620174009,NA,-39.72371417406589,-35.79439885153377,-3.929315322532119,NA,-11.160386289745702,-6.376442936237562,-4.78394335350814,NA,-9.328882818450381,-7.441570694565664,-1.8873121238847173,NA,-15.590670545712783,2.2394668236523914,-17.830137369365175,NA,7.069209600573004,9.748723728166746,-2.679514127593743,NA,13.263687675554024,Buy,17.174607949261656,Buy,24.473777206828572,Buy,9.677402218950618,Buy,26.66488325598823,Buy,53.696804766346425,NA,Buy,Buy,Buy,Buy,Buy,NA,-678.0518271016772,95,220,0,788,68,0,1167375.553153367,992808.1099853516,16985.69921875,934213.45703125,-0.0011827842006910672,-0.0007443551992384334,0.0023988383407489433
2023-03-28,3044.0110733396614,3033.20556640625,1303530,1333.303350626053,1319.415771484375,6633366,985.1188641015932,970.4837036132812,2965015,362.22750288254883,355.4419860839844,3906548,4460.763499056204,4447.0458984375,313376,1030.9770874957715,1004.0535278320312,2431154,3.446934377334955,5.364056452195338,Buy,2.2634213889064925,2.780710207259765,Buy,0.0,3.333333333333333,Buy,0.0,0.1540913370510028,Buy,0.6902661469310106,12.854339481759302,Buy,13.956713391519,47.14208441680657,NA,-74.69417411812901,-65.55472467917916,-9.139449438949853,NA,-39.41469757862592,-36.5184585969522,-2.8962389816737186,NA,-13.117913482184917,-7.724737045427034,-5.393176436757884,NA,-9.81288555473759,-7.91583366660005,-1.8970518881375407,NA,-20.524544667017835,-2.313335474481654,-18.21120919253618,NA,4.086823171385959,8.616343616810589,-4.52952044542463,NA,8.091579436668681,Buy,17.504323401205156,Buy,23.771761248753833,Buy,8.823521271575672,Buy,28.53221539677679,Buy,47.96022878270653,NA,Buy,Buy,Buy,Buy,Buy,NA,-678.0518271016772,95,220,0,788,68,0,1160235.3528359842,981919.3166503906,16951.69921875,932343.45703125,-0.006116455238500906,-0.010967671622990283,-0.002001683861354908
2023-03-29,3045.957807125711,3055.594970703125,1740616,1320.756628747273,1325.114501953125,8813966,975.0513913156835,995.0930786132812,2478745,357.2381353720884,358.285888671875,4411920,4458.85929926663,4511.14111328125,333288,1009.1191483990481,1014.1849365234375,1642278,11.536917766347003,6.239157996357819,Buy,6.772011627137532,4.1351125326872715,Buy,30.841132218350932,6.168226443670187,Buy,7.5897994737009284,1.6720512317911886,Buy,25.17261316373538,11.95360104074268,Buy,28.59067266155338,42.222216344882305,NA,-71.59522185974174,-66.76282411529168,-4.832397744450063,NA,-38.268820635077645,-36.86853100457729,-1.4002896305003532,NA,-12.53895571578039,-8.687580779497706,-3.8513749362826832,NA,-9.853398198039827,-8.303346572888005,-1.5500516251518217,NA,-19.043209023330746,-5.659310184251472,-13.383898839079274,NA,2.51182568605077,7.395440030658626,-4.883614344607856,NA,16.669369305455604,Buy,21.639907144083423,Buy,35.88047440964951,NA,15.151444423239838,Buy,39.319809937531154,NA,55.593836265274625,NA,Buy,Buy,Buy,Buy,Buy,NA,-678.0518271016772,95,220,0,788,68,0,1170215.5367959451,993527.552734375,17080.69921875,939438.45703125,0.008601861627096863,0.011821985663326595,0.007609856589321451
2023-03-31,3105.2902472245937,3120.81689453125,2382581,1344.7007573924798,1367.63916015625,8711975,1009.9144827781927,1011.6389770507812,3131614,362.5767667354591,364.47271728515625,3957106,4530.130525331811,4646.947265625,328337,1027.2246405110368,1033.650634765625,2281085,35.103613573550156,12.05418174865068,Buy,40.180563960285134,12.171225324744299,Buy,51.576898217379494,16.483606087146086,Buy,24.101190810697666,6.492289393930721,Buy,77.04627263740977,24.112146692973365,Buy,56.70722031208675,42.87262628934144,NA,-63.14847933642886,-66.03995515951912,2.8914758230902606,Buy,-33.54266145643487,-36.203357094948814,2.6606956385139426,Buy,-10.622561513859068,-9.074576926369978,-1.5479845874890898,NA,-9.279313249162556,-8.498539908142915,-0.7807733410196409,NA,-6.832062573951589,-5.893860662191496,-0.9382019117600926,NA,2.8020477361076246,6.476761571748426,-3.6747138356408016,NA,32.53278182777031,NA,39.432879823357226,NA,41.890755425959306,NA,26.03014500807444,Buy,60.11331789935421,NA,59.7549018688287,NA,Buy,Buy,Buy,Buy,Buy,NA,-678.0518271016772,95,220,0,788,68,0,1199877.0836709451,1016092.1628417969,17359.75,954786.25,0.025347080039813452,0.022711609804197064,0.016337198944623932
2023-04-03,3139.3617694729005,3115.073974609375,1521830,1374.3915013069661,1351.261474609375,5242764,1016.0203097788335,1023.6641845703125,1540702,367.1669616699219,367.1669616699219,2026750,4647.289478452775,4627.61669921875,257102,1036.2304838105874,1034.9171142578125,1508662,33.02851920496618,17.72392556062746,Buy,27.313799409820156,16.941387425984892,Buy,66.64721248025579,29.813048583197247,NA,31.29158287988702,12.596514632857122,Buy,69.66260700897104,34.82387841439377,NA,58.53654236092745,43.21133738869788,NA,-56.26914499613167,-64.08579312684164,7.8166481307099644,NA,-30.764059676833767,-35.11549761132581,4.35143793449204,NA,-8.040782419469792,-8.867818024989942,0.82703560552015,Buy,-8.508858956537665,-8.500603717821866,-0.008255238715799251,NA,1.2708937351662826,-4.46090978271994,5.731803517886223,Buy,3.0985272193054243,5.801114701259826,-2.702587481954402,NA,36.989975290592355,NA,43.51434027377723,NA,49.879500912776194,NA,32.06964580484485,NA,60.55391665082693,NA,38.823926947757236,NA,Buy,Buy,Buy,Buy,Buy,NA,-678.0518271016772,95,220,0,788,68,0,1196537.0015176248,1016612.2302856445,17398.05078125,956892.79296875,-0.0027836869282489296,0.0005118309764275963,0.002206297973761151
2023-04-05,3100.9584300065535,3153.8173828125,2655065,1340.8696588719918,1363.425048828125,7506334,1011.7322484836485,1035.828857421875,3342291,368.91325335171354,368.963134765625,3221555,4626.786748656871,4719.00048828125,430407,1033.7913293462564,1035.198486328125,1947605,47.02770938622267,26.02873886168419,NA,36.869841081082114,22.679927493446286,Buy,81.89230845721673,46.191510274640585,NA,36.08520474108969,19.81355558107506,Buy,100.0,54.514351791409446,NA,58.94296041611567,43.34682182844045,NA,-47.14746706663391,-60.6981279148001,13.550660848166189,NA,-27.26619128303696,-33.545636345668036,6.279445062631076,NA,-4.955986919530574,-8.085451803898069,3.1294648843674953,NA,-7.664975158880509,-8.333478006033594,0.6685028471530856,Buy,14.89475556940124,-0.5897767122957043,15.484532281696945,NA,3.317946498424817,5.304481060692825,-1.986534562268008,NA,54.31798769327314,NA,50.96178615356671,NA,57.331857476036475,NA,39.12555431137162,NA,71.1072838427394,Sell,45.029395869121245,NA,NA,Buy,NA,Buy,Sell,NA,-678.0518271016772,95,220,0,788,68,0,1210523.0936807108,1026559.47265625,17557.05078125,965637.79296875,0.011688808741682655,0.009784696735165799,0.009138954817361267
2023-04-06,3139.4102931575053,3135.224365234375,1703464,1356.1938952825778,1361.8447265625,6948465,1033.8249231523962,1017.79150390625,2378264,368.21472547871144,365.8697204589844,3214807,4725.394536773949,4660.22509765625,192083,1035.667692604667,1025.114013671875,1355815,40.30947779041221,33.40124754429964,NA,35.628296025924186,29.352902420849823,NA,59.287410744677196,58.04899242357603,NA,27.829509072591318,25.379457395593327,NA,78.53045674414622,70.08238991085247,NA,44.376796262011815,49.43083840253901,NA,-40.94676391366784,-56.747855114573646,15.801091200905809,NA,-24.34103586996366,-31.704716250527163,7.363680380563501,NA,-3.9215230684652624,-7.252666056811508,3.3311429883462456,NA,-7.16323058792517,-8.09942852241191,0.9361979344867404,NA,20.7103454401622,3.670247718195877,17.040097721966323,NA,2.6475854767413693,4.773101943902534,-2.125516467161165,NA,53.748339801638636,NA,50.605308112904886,NA,53.048519710201745,NA,39.659086328004996,NA,63.58176930012846,NA,41.579140761495616,NA,NA,NA,NA,NA,NA,NA,444.49144694319693,95,338,0,1223,0,0,1206052.9918436718,1016878.9887084961,17599.150390625,967953.271484375,-0.003692702650923585,-0.009430027393060203,0.002397874785437182
2023-04-10,3134.5426825664554,3176.790771484375,2203187,1363.8082146180457,1367.3040771484375,4993788,1017.7915121563278,1028.2784423828125,711625,367.2168455074739,372.50555419921875,2812470,4670.7211008567365,4683.8037109375,220328,1028.4910665154725,1038.7164306640625,940829,55.32870436940438,42.15960486491112,NA,44.90062081650045,36.978624258722405,NA,77.9384251962023,67.4684510191463,NA,46.97794349933122,33.25708620071938,NA,87.14328011072585,82.47652330025058,Sell,64.02433218725206,56.51757030767875,NA,-32.30619468939358,-51.859523029537634,19.553328340144056,NA,-21.336352968307438,-29.63104359408322,8.294690625775782,NA,-2.2297910779792574,-6.248091061045058,4.018299983065801,NA,-6.159139351198746,-7.7113706881692785,1.5522313369705323,NA,26.91161895746609,8.31852196604992,18.593096991416168,NA,3.177295029195193,4.453940560961066,-1.2766455317658734,NA,62.26535764199782,NA,56.67619427633737,NA,57.520844361034925,NA,50.471165491715134,NA,68.76586768434936,NA,46.24198713470556,NA,NA,NA,NA,NA,Sell,NA,444.49144694319693,95,338,0,1223,0,0,1219962.6855997753,1027661.4149169922,17624.05078125,969322.79296875,0.011533235977334577,0.010603450684127713,0.0014148632219350699
2023-04-11,3177.375240518926,3128.507568359375,2348779,1368.5490189495224,1346.7598876953125,6942255,1029.1174246780129,1013.2705078125,2318905,372.70515028742983,369.4620666503906,3392177,4686.342070059214,4659.3955078125,186260,1039.4200810415718,1030.2735595703125,1384483,46.67378207504002,44.47363856520909,NA,29.853461770018065,34.913203820669,NA,60.754619522590836,69.30399528018856,NA,41.445378363529585,36.72592371128577,NA,78.22742319820783,82.7127534124102,Sell,51.829322048840694,55.54199065502953,NA,-29.020007715225347,-47.29161996667518,18.27161225144983,NA,-20.377960076167255,-27.780426890500028,7.402466814332772,NA,-2.076163460523958,-5.413705540940839,3.337542080416881,NA,-5.545053892117949,-7.278107328959013,1.7330534368410646,NA,29.516388341878155,12.558095241215568,16.958293100662587,NA,2.882595759061587,4.1396716005811705,-1.2570758415195833,NA,54.745566016776905,NA,45.97727476142587,NA,44.17599242229762,NA,43.37221626207578,NA,58.86694647968022,NA,39.626673267881664,NA,NA,NA,NA,NA,Sell,NA,444.49144694319693,95,338,0,1223,0,0,1204709.6599955272,1016402.4946899414,17722.30078125,974726.54296875,-0.012502862410704862,-0.010955865486065974,0.005574768321964241
2023-04-12,3142.2820457297453,3155.618408203125,2417727,1353.368585030503,1367.9744873046875,5831169,1017.9314726598191,1020.2619018554688,2715967,369.81131252744353,371.3580017089844,2789105,4661.88528517421,4713.38623046875,327375,1034.7294474742973,1041.202392578125,1376719,60.27124888903261,49.922184502022375,NA,55.41243683169045,40.53293130504305,NA,71.01084971907056,70.17672272795153,NA,48.48016122375373,40.16363938005911,NA,97.94921735656294,88.37007548192858,Sell,67.05707003764732,57.24609619037351,NA,-23.951959383652593,-42.62368785007067,18.671728466418074,NA,-17.702522256493012,-25.764845963698626,8.062323707205614,NA,-1.3744219168047493,-4.605848816113621,3.2314268993088717,NA,-4.849498625860633,-6.792385588339338,1.9428869624787044,NA,35.52774521287756,17.152025235547967,18.375719977329595,NA,3.490671661898432,4.0098716128446235,-0.5191999509461915,NA,63.83852385314756,NA,56.628157632294126,NA,51.048618789102896,NA,56.29722698766446,NA,62.327784937648616,NA,50.338834577588514,NA,NA,NA,NA,NA,Sell,NA,444.49144694319693,95,338,0,1223,0,0,1216774.4530253124,1026321.4030151367,17812.400390625,979682.021484375,0.010014689373230246,0.009758839019989862,0.005083967961446945
2023-04-13,3124.808321842847,3104.2197265625,4174070,1350.2079784884897,1330.52587890625,11267238,1015.1347744087957,999.1480102539062,3071057,369.1128059481984,367.5162048339844,3362317,4676.5787314124145,4536.37890625,912484,1032.1497278309873,1019.5791015625,2725180,47.05704497936294,49.928051620650436,NA,24.194916592117032,37.99794640725004,NA,43.86600225104262,62.5714614867167,NA,41.36742699890425,41.22008383162203,NA,33.2917754662329,75.02843057517515,Sell,26.06289620067439,50.67008334728526,NA,-23.808489176303283,-38.86064811531719,15.052158939013907,NA,-18.39199674572319,-24.29027612010354,5.898279374380351,NA,-2.493260528353858,-4.183331158561669,1.6900706302078108,NA,-4.555751103854334,-6.345058691442337,1.7893075875880031,NA,25.712380769995434,18.864096342437463,6.848284427557971,NA,2.202369776414116,3.648371245558522,-1.4460014691444059,NA,61.15382535089379,NA,49.64642355381585,NA,46.824771324736126,NA,52.21964111032432,NA,48.23185081987519,NA,46.91224827664298,NA,NA,NA,NA,NA,Sell,NA,444.49144694319693,95,338,0,1223,0,0,1194535.4310526561,1003292.8987426758,17828.0,980540.0,-0.018277029006783074,-0.022437907077458963,0.0008757724412713497
2023-04-17,3050.922363932259,3056.178955078125,5505048,1197.492428678346,1205.154541015625,53171705,983.4409967693883,971.5091552734375,9509446,359.18397917392986,360.58099365234375,6801645,4375.87207270461,4230.009765625,1763639,970.9384024604882,966.200927734375,4349422,21.232973904614006,46.11275084349079,NA,0.0,30.872287202065195,NA,1.5692849437005834,51.02783632652138,NA,22.150416845339723,40.08426538617171,NA,0.0,59.32233922634591,NA,0.0,41.794724094882895,NA,-27.257074184383328,-36.53993332913042,9.282859144747093,NA,-28.723720274193056,-25.176964950921445,-3.5467553232716114,Sell,-5.546239205036841,-4.455912767856703,-1.0903264371801376,Sell,-4.826925862027508,-6.041432125559371,1.214506263531863,NA,-6.7104416869060515,13.749188736568762,-20.459630423474813,Sell,-3.0901697244443085,2.300663051557956,-5.390832776002265,NA,51.099551785567115,NA,30.830053242699847,NA,40.95413371223759,NA,44.92462206528902,NA,35.21792845587585,NA,32.182094779030905,NA,NA,Sell,Sell,NA,Sell,NA,444.49144694319693,95,338,0,1223,0,0,1139114.2822794628,957275.8963623047,17706.849609375,973876.728515625,-0.0463955671238272,-0.045865970384161514,-0.006795512150830185
2023-04-18,3071.2193189038167,3047.66162109375,2617302,1216.312431992914,1206.16015625,12430884,978.360628815163,991.6906127929688,3686404,362.676553752192,367.1170654296875,4012449,4259.543033316682,4216.3408203125,771432,970.7508312019419,961.7449340820312,2735592,15.670624474847697,38.181134864579455,NA,0.6176241039839678,22.015687859561904,Buy,32.45368316341542,41.93088791996401,NA,57.63543013133988,42.21576271257344,NA,0.0,41.89368320420074,NA,0.0,28.98985765743248,NA,-30.327780543491826,-35.2975027720027,4.969722228510875,NA,-36.4108195980391,-27.423735880344978,-8.98708371769412,NA,-6.265052221335509,-4.817740658552465,-1.4473115627830442,NA,-4.462980976796473,-5.725741895806792,1.2627609190103186,NA,-33.12686583975574,4.373977821303862,-37.5008436610596,NA,-7.55699452815918,0.32913153561452874,-7.886126063773709,NA,50.765965353160325,NA,32.433671006325625,NA,49.54044765183574,NA,56.22569077324836,NA,36.36541315667984,NA,31.442095448039368,NA,NA,Buy,NA,NA,NA,NA,-614.3804079259571,140,0,0,1601,0,141,1149418.7040036952,961923.1758422852,17660.150390625,971308.271484375,0.009045994668429813,0.004854691837160363,-0.0026373533282438855
2023-04-19,3047.661813052262,3007.60400390625,3298034,1201.3713582456337,1180.1568603515625,11307230,1001.105567370945,968.2465209960938,4322881,367.1170620328638,360.03216552734375,3737972,4216.340710676866,4095.227783203125,823131,961.7449856411426,951.1444702148438,1953837,0.0,28.84637844957145,NA,0.0,16.04499550555829,Buy,0.0,29.779964015445834,NA,22.659971616845493,38.458681363236614,NA,0.0,26.248198564559175,NA,0.0,18.62399324766434,Buy,-35.58346831508925,-35.354695880620014,-0.228772434469235,Sell,-44.09287464311524,-30.757563632899032,-13.335311010216206,NA,-8.627012166945974,-5.579594960231167,-3.0474172067148073,NA,-4.692155990813262,-5.519024714808086,0.8268687239948243,NA,-63.10741916664301,-9.122301576285514,-53.9851175903575,NA,-11.816145044370614,-2.0999237803825,-9.716221263988114,NA,46.449934995481954,NA,28.729038403660667,Buy,47.21213011337012,NA,49.18453150988727,NA,32.49892715518122,NA,28.920174542545453,Buy,Sell,Buy,NA,NA,NA,Buy,-614.3804079259571,140,0,0,1601,0,141,1130973.0474485194,943133.8141479492,17618.75,969031.25,-0.01604781311712189,-0.01953312090425874,-0.002344283016240789
2023-04-20,3007.993126821884,3022.400390625,2419999,1178.7201227636376,1171.728515625,8621249,969.4584807981928,967.1280517578125,3057560,359.73281480224887,362.07781982421875,2211633,4094.691393935147,4054.515869140625,548732,952.2700460247289,958.5553588867188,1250758,8.745593364396838,18.541247344644297,Buy,0.0,4.9625081392201995,Buy,0.0,15.577794071631724,Buy,32.758589519926964,35.31436702247126,NA,0.0,6.658355093246582,Buy,6.975591175894398,6.607697475313758,Buy,-38.11532425755104,-35.90682155600622,-2.208502701544816,NA,-50.28144242421854,-34.66233939116294,-15.619103033055602,NA,-10.468459674202222,-6.557367903025378,-3.911091771176844,NA,-4.655051103573555,-5.34622999256118,0.6911788889876247,NA,-89.12495786173531,-25.122832833375476,-64.00212502835984,NA,-14.42724740610322,-4.565388505526644,-9.861858900576575,NA,48.04946855020317,NA,26.31279296575812,Buy,47.021312698153096,NA,51.33781402242254,NA,32.55635249765389,NA,31.177473965206502,NA,Buy,Buy,Buy,NA,Buy,Buy,240.79532374523114,0,178,0,1601,0,362,1135492.1005605618,943334.7389526367,17624.44921875,969344.70703125,0.003995721314701051,0.00021303955141194209,0.0003234746363958152
2023-04-21,3027.4620861210788,3076.962646484375,1929184,1176.2300418091108,1175.51171875,8691352,982.5087812193137,977.80126953125,7708194,363.3251480816374,367.2667236328125,2649994,4063.595170376258,4072.08935546875,480473,951.5196464705379,936.93212890625,4269272,40.99531161389286,17.32890067155028,Buy,1.9277863859416897,0.5090820979851316,Buy,15.53579709913166,9.911753041249531,Buy,69.2981530531764,40.90051223332569,NA,2.6446791726876557,0.528935834537534,Buy,0.0,1.3951182351788796,Buy,-35.312064779158845,-35.787870200636746,0.47580542147790084,Buy,-54.255233542755605,-38.580918221481475,-15.674315321274129,NA,-10.940465737286104,-7.433987469877524,-3.50647826740858,NA,-4.159001658998534,-5.108784325848651,0.9497826668501173,NA,-107.09152678628197,-41.51657162395678,-65.5749551623252,NA,-18.033499825776175,-7.259010769576551,-10.774489056199624,NA,54.510814387370964,NA,28.036857684534354,Buy,51.662790229992666,NA,59.883209310606404,NA,33.66647239994555,NA,32.63762825805861,NA,Buy,Buy,Buy,NA,Buy,Buy,240.79532374523114,0,178,0,1601,0,362,1136645.3364614407,947630.5205078125,17624.05078125,969322.79296875,0.0010156265290701683,0.00455382525183512,-2.260708945023282e-05
2023-04-24,3067.4717561889,3090.542724609375,1640676,1176.1342556379002,1174.506103515625,8313774,985.305280344208,982.555419921875,2033625,374.2019566777174,377.14569091796875,8889522,4099.572962295858,4084.391357421875,280999,939.9809419373108,943.8271484375,1625433,49.021990248041455,22.88670394023577,Buy,1.4153604615938697,0.7921541903039054,Buy,22.455876630472442,14.089071378603904,Buy,100.0,56.47042886425775,NA,4.496039098675878,1.4281436542727097,Buy,6.6126422706168,2.7176466893022395,Buy,-31.630051094900864,-34.95630637948957,3.3262552845887043,NA,-56.83052941167057,-42.2308404595193,-14.599688952151268,NA,-10.806344920936795,-8.108458960089377,-2.697885960847417,NA,-2.9348971351281534,-4.674006887704552,1.7391097525763985,NA,-118.96612590997938,-57.00648248116131,-61.959643428818076,NA,-20.103371248089275,-9.827882865279095,-10.27548838281018,NA,53.669326393844685,NA,26.679537380135656,Buy,46.8684590282294,NA,64.10449409891618,NA,30.53183183551093,NA,31.490560160311887,NA,Buy,Buy,Buy,NA,Buy,Buy,240.79532374523114,0,178,0,1601,0,362,1154778.5606435696,954956.6876220703,17743.400390625,975887.021484375,0.015953282523975876,0.007731037525397388,0.006771973756565242
2023-04-25,3098.524672501033,3091.71044921875,2024090,1174.170865371156,1173.165283203125,6808576,979.1994573205935,981.9959716796875,1237595,377.39514691618285,374.8505554199219,3764276,4110.312762902848,4087.271484375,299754,943.7333477483231,935.2904052734375,1984203,49.71218879376152,29.695016804018536,NA,0.7321258957967763,0.8150545486664672,Buy,21.641551038829277,11.926644953686676,Buy,89.42514416039663,62.8283716700691,NA,4.929476814186865,2.4140390171100825,Buy,0.0,2.7176466893022395,Buy,-28.291674295433495,-33.62337996267836,5.3317056672448615,NA,-58.307530024362904,-45.44617837248802,-12.861351651874884,NA,-10.622743629203,-8.611315893912103,-2.011427735290898,NA,-2.125482495072447,-4.164302009178131,2.0388195141056844,NA,-126.68409371821053,-70.94200472857116,-55.74208898963937,NA,-22.176960891216027,-12.297698470466482,-9.879262420749544,NA,46.46904117378762,NA,15.48534947727461,Buy,41.953454157464584,NA,58.240862401799866,NA,20.94384295394225,Buy,22.545053102863164,Buy,NA,Buy,Buy,NA,Buy,Buy,240.79532374523114,0,178,0,1601,0,362,1147775.081670181,952407.705871582,17769.25,977308.75,-0.0060647809130484065,-0.0026692118957095667,0.0014568576938982503
