,TCS.NS_Open,TCS.NS_Close,TCS.NS_Volume,INFY.NS_Open,INFY.NS_Close,INFY.NS_Volume,HCLTECH.NS_Open,HCLTECH.NS_Close,HCLTECH.NS_Volume,WIPRO.NS_Open,WIPRO.NS_Close,WIPRO.NS_Volume,LTIM.NS_Open,LTIM.NS_Close,LTIM.NS_Volume,TECHM.NS_Open,TECHM.NS_Close,TECHM.NS_Volume,TCS.NS_SO_K,TCS.NS_SO_D,TCS.NS_SO_B/S_Decision,INFY.NS_SO_K,INFY.NS_SO_D,INFY.NS_SO_B/S_Decision,HCLTECH.NS_SO_K,HCLTECH.NS_SO_D,HCLTECH.NS_SO_B/S_Decision,WIPRO.NS_SO_K,WIPRO.NS_SO_D,WIPRO.NS_SO_B/S_Decision,LTIM.NS_SO_K,LTIM.NS_SO_D,LTIM.NS_SO_B/S_Decision,TECHM.NS_SO_K,TECHM.NS_SO_D,TECHM.NS_SO_B/S_Decision,TCS.NS_MACD,TCS.NS_signal_MACD,TCS.NS_signal_MACD_diff,TCS.NS_MACD_B/S_Decision,INFY.NS_MACD,INFY.NS_signal_MACD,INFY.NS_signal_MACD_diff,INFY.NS_MACD_B/S_Decision,HCLTECH.NS_MACD,HCLTECH.NS_signal_MACD,HCLTECH.NS_signal_MACD_diff,HCLTECH.NS_MACD_B/S_Decision,WIPRO.NS_MACD,WIPRO.NS_signal_MACD,WIPRO.NS_signal_MACD_diff,WIPRO.NS_MACD_B/S_Decision,LTIM.NS_MACD,LTIM.NS_signal_MACD,LTIM.NS_signal_MACD_diff,LTIM.NS_MACD_B/S_Decision,TECHM.NS_MACD,TECHM.NS_signal_MACD,TECHM.NS_signal_MACD_diff,TECHM.NS_MACD_B/S_Decision,TCS.NS_RSI,TCS.NS_RSI_B/S_Decision,INFY.NS_RSI,INFY.NS_RSI_B/S_Decision,HCLTECH.NS_RSI,HCLTECH.NS_RSI_B/S_Decision,WIPRO.NS_RSI,WIPRO.NS_RSI_B/S_Decision,LTIM.NS_RSI,LTIM.NS_RSI_B/S_Decision,TECHM.NS_RSI,TECHM.NS_RSI_B/S_Decision,TCS.NS_Final_BorS_Decision,INFY.NS_Final_BorS_Decision,HCLTECH.NS_Final_BorS_Decision,WIPRO.NS_Final_BorS_Decision,LTIM.NS_Final_BorS_Decision,TECHM.NS_Final_BorS_Decision,Cash Balance,TCS.NS_owned_shares,INFY.NS_owned_shares,HCLTECH.NS_owned_shares,WIPRO.NS_owned_shares,LTIM.NS_owned_shares,TECHM.NS_owned_shares,Portfolio Value,NS Portfolio Value,Nifty50,Nifty50_Value,Strategy_Portfolio_DReturns,NS_Portfolio_DReturns,Nifty50_DReturns
2023-07-19,3432.451027468942,3403.0791015625,2405370,1442.367069360636,1431.6414794921875,13687062,1104.5390461046827,1108.37890625,2242397,419.106202629119,417.0605773925781,5415495,4949.605979877392,4910.7373046875,526765,1177.3215833501854,1167.6590576171875,2293881,86.2770000053619,94.80904703138961,Sell,99.88111741255968,99.60342736315467,Sell,70.05793846844823,47.848671307732616,NA,100.0,97.39391535470287,Sell,44.31883417973063,52.47574046620194,NA,97.96720161198257,98.80950712758184,Sell,58.72008932297604,36.015160415251195,22.70492890772484,NA,38.59699794981907,23.72940692058505,14.86759102923402,NA,3.1189112409645077,4.421174442865927,-1.302263201901419,NA,5.837720379860457,2.6186995961904387,3.219020783670018,NA,26.428408207074426,42.72758465464766,-16.29917644757323,NA,33.629198909910656,24.61059742681574,9.018601483094915,NA,72.9949576869305,Sell,85.11218988389521,Sell,49.6729971646423,NA,84.03757675097907,Sell,47.11805870771189,NA,79.77333189633167,Sell,Sell,Sell,NA,Sell,NA,Sell,167.44442426075693,0,0,1204,0,0,0,1334655.6475492609,1111386.7881469727,19833.150390625,1090823.271484375,0.0015848260310056261,-0.0015034667852512618,0.004248282371482448
2023-07-20,3395.262396818749,3405.29150390625,1715404,1427.8074219760585,1406.938720703125,8347221,1109.2875796049857,1105.271240234375,1990001,417.6093665912709,416.76116943359375,4127855,4925.005355857975,4905.3740234375,361901,1167.9403070838878,1175.398193359375,2000345,86.97113539623243,92.20327411063609,Sell,87.77358102234238,97.15814356762314,Sell,66.24657534246575,61.09798637622576,NA,99.21040453588833,99.84208090717766,Sell,42.932971643062174,57.141544964198985,NA,100.0,99.59344032239652,Sell,61.21689164011059,41.055506660223074,20.161384979887515,NA,40.219888634249855,27.027503263318014,13.192385370931841,NA,3.907729547400095,4.3184854637727605,-0.41075591637266573,NA,6.582645679610209,3.411488812874393,3.1711568667358163,NA,21.72801251157307,38.52767022603274,-16.79965771445967,NA,35.50730311763709,26.789938564980012,8.71736455265708,NA,68.12748517651255,NA,73.56348491284183,Sell,43.44152689380613,NA,80.91100390608415,Sell,40.624793169633996,NA,78.40854594864292,Sell,Sell,Sell,NA,Sell,NA,Sell,167.44442426075693,0,0,1204,0,0,0,1330914.0176664484,1109140.127319336,19979.150390625,1098853.271484375,-0.002803442138564316,-0.0020214931935466085,0.007361412439498949
2023-07-21,3347.0340189930403,3311.8828125,3770223,1281.4352003631495,1292.50048828125,45548305,1061.47336668503,1066.68505859375,5259150,404.1380944876071,403.8387451171875,11757106,4816.763837222589,4844.0703125,859135,1154.748684330006,1150.5128173828125,5032086,57.664405224322465,83.73615515550058,Sell,31.684094203830686,83.49496240838928,Sell,18.922973276442846,55.080290440901265,NA,65.13152547010748,92.86838600119916,Sell,27.09219947639025,48.4786423997729,NA,81.68636275844102,95.93071287408472,Sell,55.024041814687735,43.849213691116006,11.174828123571729,NA,31.904062069773772,28.002815024609166,3.901247045164606,NA,1.4031170976638805,3.7354117905509847,-2.3322946928871042,NA,6.060412043864801,3.941273459072475,2.119138584792326,NA,12.907429113967737,33.40362200361974,-20.496192889652,NA,34.58895245470376,28.349741342924762,6.239211111778996,NA,59.802438053992006,NA,49.70670499982084,NA,36.1064468496773,NA,61.57242331780606,NA,37.130801687763714,NA,72.62076878815648,Sell,Sell,Sell,NA,Sell,NA,Sell,167.44442426075693,0,0,1204,0,0,0,1284456.2549711359,1072064.3360595703,19745.0,1085975.0,-0.03490665969298978,-0.033427508703858355,-0.011719737128305097
2023-07-24,3324.369710855802,3337.889404296875,1680132,1301.6245874784133,1297.353759765625,8859789,1071.0361629316706,1064.24658203125,2672505,405.43533626164754,403.19012451171875,3404230,4844.07009811761,4801.068359375,254263,1151.860460134221,1118.503173828125,2669308,65.8239046992399,78.25191553639232,Sell,34.06282289605641,70.68032310695783,NA,15.932330264241335,47.81330937944456,NA,63.42099015319488,85.55258403183814,Sell,15.98056966217708,35.4702835693783,NA,58.129836996312314,87.55668027334718,Sell,51.61963925361215,45.403298803615236,6.216340449996913,NA,25.412389842003222,27.48472998808798,-2.072340146084759,Sell,-0.7696983889973126,2.8343897546413253,-3.604088143638638,NA,5.530448297544126,4.259108426766805,1.2713398707773207,NA,2.419267181497162,27.206751039195225,-24.787483857698064,NA,30.921795014086456,28.864152077157105,2.0576429369293514,NA,59.03334442772636,NA,48.78395612690429,NA,32.71610142628674,NA,57.655923812783314,NA,32.92733264521395,NA,59.24482907503103,NA,Sell,Sell,NA,Sell,NA,Sell,167.44442426075693,0,0,1204,0,0,0,1281520.3291898859,1066021.4405517578,19672.349609375,1081979.228515625,-0.0022857343485909176,-0.005636691105706859,-0.0036794322929856182
2023-07-25,3340.5935530181246,3342.2158203125,1272980,1297.7420287288726,1295.4124755859375,6801982,1069.6016812547757,1062.95556640625,2506726,404.637034598352,399.5478820800781,3229100,4811.843332586166,4790.83447265625,283808,1120.5730927265727,1113.3529052734375,2557865,67.18130629509257,72.78355032404986,NA,31.364447585024347,56.9532126239627,NA,14.348978216932407,37.10175911370611,NA,52.63150943645416,76.07888591912896,Sell,13.33615115288774,28.732145222849578,NA,54.3396531511501,78.4246109035772,Sell,48.70924149613984,46.06448734212016,2.6447541540196795,NA,19.881861696600936,25.964156329790573,-6.082294633189637,NA,-2.566262214569633,1.7542593607991337,-4.320521575368767,NA,4.761660230551797,4.359618787523804,0.4020414430279935,NA,-6.641902129842492,20.437020405387685,-27.078922535230177,NA,27.285433202811873,28.54840830228806,-1.2629750994761864,Sell,58.504007594856354,NA,48.19293364474676,NA,31.031093958262872,NA,55.963280615199515,NA,32.85885994370382,NA,52.70781299783652,NA,NA,NA,NA,Sell,NA,Sell,167.44442426075693,0,0,1204,0,0,0,1279965.9463773859,1062950.8423461914,19680.599609375,1082432.978515625,-0.0012129209167385246,-0.0028804281872389925,0.0004193703428323481
2023-07-26,3343.395823566883,3331.547607421875,1066803,1303.565814393211,1309.2440185546875,5528885,1061.6645590248932,1066.2547607421875,1969964,402.64128718029855,401.89288330078125,2664831,4810.859737286182,4782.8642578125,384319,1114.7970796662585,1100.5491943359375,3170213,62.95646552265224,68.11944342750792,NA,35.55212289825471,44.08741372110171,NA,18.395239164608128,26.769219252938093,NA,58.06888138407324,67.69266219594361,NA,11.276661514683154,22.123710689840085,Buy,44.91715064702897,67.81460071058648,NA,45.022898731960595,45.85616962008825,-0.8332708881276574,Sell,16.425623851452883,24.056449834123036,-7.630825982670153,NA,-3.6813977181816426,0.6671279450029786,-4.348525663184621,NA,4.292135087630413,4.346122047545125,-0.05398695991471225,Sell,-14.301218277205408,13.489372668869068,-27.790590946074474,NA,23.104108025712776,27.459548246973004,-4.355440221260228,NA,57.060180470359754,NA,50.68319992667726,NA,34.73207801366186,NA,56.00364637148475,NA,34.84596242149439,NA,48.66198878979813,NA,Sell,NA,NA,Sell,Buy,NA,167.44442426075693,0,0,1204,0,0,0,1283938.1763578546,1062997.5970458984,19778.30078125,1087806.54296875,0.003103387235973809,4.398575911923608e-05,0.004964339187534694
2023-07-27,3338.086127566863,3340.00341796875,1701769,1318.7078949731106,1313.41796875,9191861,1066.2547131749086,1068.501953125,1769815,403.1402459505361,399.098876953125,4474179,4811.843364197376,4784.73388671875,406914,1069.550478387096,1058.8646240234375,17594818,63.59731085724746,63.44467851971093,NA,32.884362294455016,33.10956997552423,NA,21.15128377872595,17.750160940190135,Buy,50.34484562305484,57.91955041337692,NA,11.75977036873482,15.889070434974617,Buy,14.240656147112063,50.6627319400089,NA,42.29619457308672,45.14417461068795,-2.847980037601225,NA,13.863523289194063,22.01786452513724,-8.154341235943178,NA,-4.333862920180991,-0.3330702280338153,-4.000792692147176,NA,3.6524765907976757,4.207392956195636,-0.5549163653979603,NA,-19.98998596393085,6.793500942309085,-26.783486906239933,NA,16.23958146002883,25.21555488958417,-8.975973429555339,NA,57.24502034403995,NA,53.25210742663169,NA,40.599533260525554,NA,53.596494475536815,NA,37.57032163734187,NA,44.51637176523285,NA,NA,NA,Buy,NA,Buy,NA,167.44442426075693,0,0,1204,0,0,0,1286643.7959867609,1055904.6397705078,19659.900390625,1081294.521484375,0.0021072818603939947,-0.006672599538420587,-0.0059863783008722304
2023-07-28,3328.303042160789,3299.19873046875,2599831,1314.0971430148797,1301.13916015625,6122735,1065.3462612308022,1055.3052978515625,2031899,400.19649076470665,397.9013977050781,3380030,4792.162875201071,4766.62744140625,217121,1058.9607694529868,1050.3447265625,4244321,40.912893157356756,60.09437610631778,NA,7.771223876484315,28.32699591005496,NA,4.966389699827832,14.95884422486713,Buy,33.33326254020607,51.55989782739664,NA,7.081096426205721,11.886849824937709,Buy,0.0,34.32545938832069,NA,36.42280519421911,43.39990072739418,-6.977095533175074,NA,10.71868457579535,19.758028535268863,-9.039343959473513,NA,-5.848389491478429,-1.4361340807227378,-4.412255410755691,NA,3.0141705738816995,3.968748479732849,-0.9545779058511497,NA,-25.663580376307436,0.3020846785857802,-25.965665054893215,NA,9.996674735500392,22.171778858767414,-12.175104123267023,NA,58.99903851856028,NA,51.557121127211595,NA,46.02135462281598,NA,58.412976867120435,NA,40.330867043217616,NA,44.47487658254815,NA,NA,NA,Buy,NA,Buy,NA,167.44442426075693,0,0,1204,0,0,0,1270755.0230375421,1047326.4507446289,19646.05078125,1080532.79296875,-0.01234900677155426,-0.008124018687656553,-0.0007044597937843067
2023-07-31,3308.047845636581,3364.142333984375,2743678,1309.146941029691,1315.892822265625,7902180,1059.5608831039244,1067.8804931640625,2526624,398.89927955759947,404.18798828125,3381090,4763.035924211434,4813.466796875,343283,1054.1473889318831,1073.882568359375,4766331,66.90764747615111,60.31112466170002,NA,18.178608640242487,25.150153058892172,NA,20.38910098061232,15.850198368141326,Buy,53.92844972213484,49.66138974118463,NA,19.184304324511874,12.527596757404668,Buy,18.82222252591177,26.463936494240578,NA,36.58675846621918,42.03727227515918,-5.450513808940002,NA,9.309559660053765,17.668334760225843,-8.358775100172078,NA,-5.965186586609207,-2.3419445819000315,-3.623242004709175,NA,2.9812181499085,3.7712424137679794,-0.7900242638594794,NA,-26.07976894831063,-4.974286046793503,-21.105482901517128,NA,6.869248872609205,19.111272861535774,-12.242023988926569,NA,63.66533071657124,NA,50.98555611690715,NA,53.88160982939641,NA,61.50440633672413,NA,47.88007506763314,NA,46.78207887280188,NA,NA,NA,Buy,NA,Buy,NA,167.44442426075693,0,0,1204,0,0,0,1285895.5581937921,1063277.1616210938,19753.80078125,1086459.04296875,0.011914597921524495,0.015229932238533861,0.005484562836559181
2023-08-01,3357.8002594416234,3394.229736328125,1956167,1322.0078998773038,1325.1138916015625,6064652,1071.036074055775,1088.727294921875,2710536,404.6370579300781,406.083984375,3590902,4850.2201764834335,4897.89599609375,442346,1078.21451751749,1100.8377685546875,3805214,78.95062922766921,62.66498924821535,NA,24.683245645004348,23.813912670888172,Buy,45.95643386481024,22.171689497716894,Buy,60.71430131767502,51.27794811742881,NA,41.000662397880326,18.060499006403184,Buy,40.3771628932156,23.671438442653677,Buy,38.69840342792895,41.36949850571314,-2.6710950777841873,NA,8.835036443350191,15.901675096850713,-7.066638653500522,NA,-4.325722215087126,-2.7387001085374507,-1.587022106549675,NA,3.0726742793464723,3.631528786883678,-0.5588545075372058,NA,-19.373544456523632,-7.854137728739529,-11.519406727784103,NA,6.490976786236615,16.58721364647594,-10.096236860239326,NA,66.87045567495103,NA,54.50052909827601,NA,61.45108307025515,NA,62.972493513017575,NA,60.798206152858484,NA,52.456552320784,NA,NA,Buy,Buy,NA,Buy,Buy,167.44442426075693,0,0,1204,0,0,0,1310995.1075101984,1078377.1535644531,19733.55078125,1085345.29296875,0.019519119695585507,0.01420136958489504,-0.0010251191770254131
2023-08-02,3377.416272088307,3383.020751953125,1914899,1329.093660368929,1317.0091552734375,7419145,1087.2930156979462,1081.459716796875,2701150,405.03618844767533,401.9427795410156,2699809,4895.485095729593,4788.17822265625,542161,1100.3565584622113,1102.90771484375,2357217,74.46404734403187,64.96650561249128,NA,18.96608140806503,20.496704372850235,Buy,37.04319185567782,25.901280035930835,NA,45.892751039809866,48.84272204857613,NA,12.925304249174918,18.390227553301536,Buy,42.0324119175587,23.094490696759625,Buy,39.01765467652831,40.89912973987617,-1.8814750633478639,NA,7.716043145474487,14.264548706575468,-6.548505561100981,NA,-3.571695424406471,-2.905299171711255,-0.6663962526952161,NA,2.7789591885388063,3.461014867214704,-0.6820556786758978,NA,-22.651013810319455,-10.813512945055514,-11.83750086526394,NA,6.285762442066698,14.526923405594093,-8.241160963527395,NA,60.34854239293446,NA,48.75358155300699,NA,59.32338657896561,NA,57.095134305543006,NA,48.24917012118613,NA,50.07819813183279,NA,NA,Buy,NA,NA,Buy,Buy,167.44442426075693,0,0,1204,0,0,0,1302244.9434476984,1069905.5682983398,19526.55078125,1073960.29296875,-0.006674444482953179,-0.007855864933814183,-0.010489749274959825
2023-08-03,3362.71666165812,3343.00244140625,2026351,1310.360318121862,1324.240478515625,6503741,1076.7739175383858,1076.2957763671875,1608187,401.144504571757,398.79949951171875,3410849,4782.322780593279,4792.064453125,346102,1097.468600650002,1100.1641845703125,2348236,58.446054892027696,63.93625441944732,NA,24.067131084723286,18.73325813090389,Buy,36.757949136991805,29.022613107584004,NA,34.64281657404495,45.70231623877415,NA,16.70257689315833,19.37878885818624,Buy,39.838526099188044,28.214064687174822,NA,35.63079080002217,39.84546195190537,-4.214671151883202,NA,7.32826457363285,12.877291879986945,-5.549027306354095,NA,-3.352168879951705,-2.994673113359345,-0.35749576659235993,NA,2.2664254918248616,3.222096992136736,-0.9556715003118743,NA,-24.650687781622764,-13.580947912368964,-11.0697398692538,NA,5.834492236735514,12.788437171822379,-6.953944935086865,NA,36.551718903287146,NA,38.89393107991951,NA,44.133345746993605,NA,44.83750885900672,NA,30.929575506175524,NA,37.4250610050256,NA,NA,Buy,NA,NA,Buy,NA,167.44442426075693,0,0,1204,0,0,0,1296027.5591703546,1066050.0822753906,19381.650390625,1065990.771484375,-0.0047743585480034545,-0.0036035759951051904,-0.007420685416911321
2023-08-04,3344.2805290631595,3385.8720703125,2248493,1328.7054543848458,1337.8779296875,5712345,1081.0291870215565,1094.321533203125,3315303,399.9969444874166,407.97991943359375,6240770,4806.9237139220695,4861.93017578125,238713,1110.8980262415773,1131.355224609375,3580506,75.60533480306219,70.87474274858842,NA,33.68712919031094,23.916439193669213,Buy,75.39106575033337,43.107548317685115,NA,67.49993446576491,52.53565062388592,NA,39.133833621681724,25.789336297281444,NA,64.78068950976046,41.170202589126916,NA,35.99101552975344,39.07457266747499,-3.0835571377215487,NA,8.028824309420543,11.907598365873666,-3.878774056453123,NA,-1.7040216815155418,-2.7365428269905845,1.0325211454750427,Buy,2.5713807318501267,3.0919537400794144,-0.5205730082292876,NA,-20.363130393039683,-14.937384408503108,-5.425745984536574,NA,7.902617153204801,11.811273168098865,-3.9086560148940634,NA,45.27011478714359,NA,42.27308222604536,NA,50.1573494390653,NA,43.76219503107442,NA,34.217649937574805,NA,42.47203167008001,NA,NA,Buy,Buy,NA,NA,NA,167.44442426075693,0,0,1204,0,0,0,1317730.5704008234,1085121.015258789,19517.0,1073435.0,0.01674579454495695,0.017889340567089684,0.006983389270114548
2023-08-07,3396.098154523182,3425.694091796875,1853889,1347.1474300930163,1352.09765625,3729093,1104.0758048118166,1100.48974609375,1655404,409.07759640908785,410.2750244140625,4411433,4876.788736226048,4966.38330078125,451430,1135.976020529552,1139.4898681640625,1694290,91.54475930258238,75.80216511387466,Sell,43.71787033608597,29.024291532837914,NA,86.18918179642357,56.26756448084736,NA,75.71421393869491,56.89280346719793,NA,72.44624807097263,36.44172504657359,NA,71.28562197029005,51.66288247800257,NA,39.03977433351292,39.06761300068258,-0.027838667169653775,NA,9.62053648564256,11.450185989827446,-1.8296495041848857,NA,0.09873195732620843,-2.169487870127226,2.2682198274534344,NA,2.964087590917586,3.0663805102470487,-0.1022929193294626,NA,-8.439431522861014,-13.63779383137469,5.198362308513676,Buy,10.081802061886947,11.46537894685648,-1.3835768849695338,NA,49.584267069734544,NA,33.62552735216603,NA,47.74390424554854,NA,44.143269845085676,NA,53.91033868183118,NA,43.297916248887255,NA,Sell,NA,NA,NA,Buy,NA,167.44442426075693,0,0,1204,0,0,0,1325157.0987211359,1096415.0692138672,19597.30078125,1077851.54296875,0.005635847332625454,0.010408105452076821,0.004114401867602702
2023-08-08,3425.693909329177,3412.46923828125,1634225,1351.9520952703435,1349.3798828125,4161877,1104.410430398589,1091.4527587890625,1667697,411.52235267671136,415.4639587402344,7862142,4977.158976284319,5001.31640625,340699,1141.752226436273,1160.428466796875,5137402,86.2512923646413,77.2622977412691,Sell,40.80782603364774,32.249207610566586,NA,70.36896946695389,61.15007160127609,NA,93.86964290945309,63.523871785553546,NA,83.5871889224387,44.95903035148526,NA,88.02933901319552,61.19331770199856,NA,39.92853124309204,39.23979664916447,0.6887345939275704,Buy,10.541166247091269,11.268382041280212,-0.7272157941889432,NA,0.7891213542520745,-1.5777660252513659,2.3668873795034404,NA,3.6519172120363805,3.1834878506049153,0.4684293614314652,Buy,3.785360125331863,-10.15316304003338,13.938523165365243,NA,13.344563894818066,11.841215936448798,1.5033479583692682,Buy,51.096830933700794,NA,33.287336869208175,NA,44.09213036775966,NA,48.57395648438488,NA,57.52351071751287,NA,48.54435260516477,NA,Buy,NA,NA,Buy,NA,Buy,167.44442426075693,0,0,1204,0,0,0,1314276.5660062921,1101066.3041381836,19570.849609375,1076396.728515625,-0.008210749295569753,0.004242220902391791,-0.0013497354646058168
2023-08-09,3406.864343700512,3404.504638671875,1794589,1343.3618923349318,1353.45654296875,4090828,1091.0701978216348,1094.13037109375,1559337,414.6157650175633,416.9108581542969,4654694,4993.886626573818,5022.6201171875,201844,1161.920597240523,1182.185302734375,3396984,83.0633292876701,78.98215412999673,Sell,43.73260467845476,37.20251226464454,NA,75.05641604267105,68.75271643867474,NA,99.42513987755221,74.23034955310202,NA,90.38141406465337,60.45025231458095,NA,100.0,72.78683531848682,NA,39.534472086680125,39.298731736667605,0.23574035001252014,NA,11.46753377924233,11.308212388872636,0.15932139036969417,Buy,1.5346305943342031,-0.9552867013342522,2.489917295668455,NA,4.2646199486553655,3.399714270215006,0.8649056784403597,NA,15.019491660948916,-5.118632099836922,20.138123760785838,NA,17.484372027942754,12.96984715474759,4.514524873195164,NA,49.90930758040053,NA,38.14034544438718,NA,46.09970358670345,NA,50.13101122503108,NA,59.48724918766516,NA,51.293368555139836,NA,Sell,Buy,NA,NA,NA,NA,167.44442426075693,0,0,1204,0,0,0,1317500.4112211359,1106833.5709838867,19632.55078125,1079790.29296875,0.002452942781016043,0.005237892417584433,0.003152707884763739
2023-08-10,3392.214115882709,3384.446533203125,1096701,1350.7388491204013,1348.312255859375,3873025,1090.1618219867746,1084.7110595703125,1676669,416.2123744609172,417.7590637207031,4950822,5003.727239660615,5024.9326171875,255038,1174.483882037292,1189.6944580078125,3715680,63.46979337956674,79.98690182750454,Sell,40.04186262403335,40.39745857250655,NA,58.56690429787671,73.11450747085172,NA,100.0,87.30178623829303,Sell,90.26841171251108,75.16341927845151,Sell,100.0,84.81913009864921,Sell,37.1751241964098,38.874010228616044,-1.6988860322062465,Sell,11.652265679988886,11.377023047095888,0.2752426328929989,NA,1.3498322923085198,-0.49426290260569783,1.8440951949142175,NA,4.763721169837595,3.6725156501395237,1.0912055196980712,NA,23.834472303829898,0.6719887808964422,23.162483522933456,NA,21.12758027909331,14.601393779616734,6.526186499476575,NA,60.065454698155904,NA,74.0183779649335,Sell,57.93021449906719,NA,65.44848743064722,NA,66.17954107457669,NA,57.996093827849414,NA,Sell,Sell,NA,Sell,Sell,Sell,167.44442426075693,0,0,1204,0,0,0,1306159.5601469171,1105305.5634155273,19543.099609375,1074870.478515625,-0.008607853916119401,-0.0013805215241177171,-0.004556268458015711
2023-08-11,3380.5134479457033,3391.0341796875,1679974,1351.127090426888,1331.5687255859375,5783517,1109.2875520058421,1120.2369384765625,7391806,417.75904797756544,412.17095947265625,3785734,5033.247361124482,5025.7197265625,353239,1189.694279610266,1174.9168701171875,2933959,62.210968677695654,77.30802860243124,Sell,28.029303836823345,39.26589350180903,NA,100.0,78.03629432078505,Sell,71.85920921597797,88.17364118833564,Sell,90.54347826086956,85.44534820628908,Sell,89.39532373880144,89.7420569444574,Sell,35.42849438145913,38.18490705918466,-2.7564126777255282,NA,10.328543065541908,11.167327050785092,-0.8387839852431842,Sell,4.023637839740559,0.40931724586355356,3.614320593877005,NA,4.654692771548298,3.868951074421279,0.785741697127019,NA,30.53196760319406,6.643984545355966,23.887983057838095,NA,22.562336652348222,16.19358235416303,6.368754298185191,NA,57.79156862225741,NA,63.35731040023942,NA,69.07790916766838,NA,58.98200814803692,NA,71.73871546316543,Sell,62.38376346189403,NA,Sell,Sell,Sell,Sell,Sell,Sell,167.44442426075693,0,0,1204,0,0,0,1348932.7183500421,1104974.792602539,19428.30078125,1068556.54296875,0.03274726879334233,-0.00029925734922220393,-0.005874136161590715
2023-08-14,3383.0702517564787,3392.067138671875,1190425,1331.5688124770963,1352.6317138671875,4304135,1119.471843112785,1119.8065185546875,1720940,412.37055950486763,414.2665100097656,2896090,5008.647122503662,5110.2958984375,396400,1166.8785492864195,1174.2431640625,1842625,71.34773083646567,73.26862290920789,NA,43.140835325749016,39.150486499741646,NA,99.3371183636637,80.66588163423307,Sell,82.41206339058486,89.51321107871362,Sell,100.0,90.95609859209455,Sell,88.91185954572411,93.2673044595442,Sell,33.73870997953691,37.295667643255115,-3.556957663718208,NA,10.853972640014717,11.104656168631017,-0.2506835286162996,NA,6.038310820858442,1.5351159608625313,4.503194859995911,NA,4.683393154520729,4.031839490441169,0.6515536640795601,NA,42.17816745907021,13.750821128098817,28.427346330971393,NA,23.37556994723286,17.629979872776996,5.7455900744558654,NA,57.37998324431423,NA,69.43621137761001,NA,69.48542117308409,NA,65.19051290579426,NA,77.02489361579087,Sell,63.634410518449435,NA,NA,NA,Sell,Sell,Sell,Sell,1348011.543532054,0,0,0,0,0,0,1348011.543532054,1111450.1666870117,19434.55078125,1068900.29296875,-0.0006828915967839189,0.005860200728399656,0.00032169565781225984
2023-08-16,3392.213937052887,3400.47314453125,1328445,1369.3751392676916,1376.8489990234375,7735313,1124.3490474855216,1125.6878662109375,2567226,413.26864018278235,417.7590637207031,4065890,5115.904780504521,5114.822265625,405856,1175.446479397074,1182.0408935546875,2341456,77.80578751116013,71.57952193851165,NA,60.51540071639386,43.092001436290865,NA,100.0,86.59208774084229,Sell,100.0,90.73928249682301,Sell,100.0,94.2386608076068,Sell,94.50765755072257,94.56296816704962,Sell,32.700882667900714,36.376710648184236,-3.675827980283522,NA,13.073805194986107,11.498485973902035,1.5753192210840723,Buy,8.017112988661893,2.8315153664224035,5.18559762223949,NA,4.931115481032407,4.211694688559417,0.7194207924729898,NA,51.18309786300051,21.237276475079156,29.945821387921356,NA,24.368371377676112,18.97765817375682,5.390713203919294,NA,60.27253310240185,NA,71.4505601422859,Sell,70.0161485535369,Sell,65.99596211203324,NA,78.24662752260645,Sell,68.66590166611304,NA,NA,Buy,Sell,Sell,Sell,Sell,-771.5984611748718,199,492,0,0,0,0,1353332.2648200751,1118732.9861450195,19465.0,1070575.0,0.003947088816524502,0.006552538005114794,0.0015667570139761278
2023-08-17,3397.1304528470178,3378.202880859375,1843241,1378.3049873316004,1370.1031494140625,5618346,1125.40078990902,1125.25732421875,2331256,417.75904207382166,416.661376953125,3170480,5105.08071068917,5016.076171875,344151,1179.2973630830436,1185.7955322265625,2636308,62.456164053075995,67.45808889159284,NA,55.77268097448508,45.500016695496925,NA,99.38828320389057,91.45846117308619,Sell,94.47222666191279,89.74869985369511,Sell,71.6405624432936,90.49049048333485,Sell,97.20205719751952,94.00337960655352,Sell,29.73856522008282,35.049081562563956,-5.310516342481137,NA,14.125870559016448,12.023962890924919,2.1019076680915294,NA,9.44174822629725,4.153561938397373,5.288186287899877,NA,4.981440120275636,4.365643774902661,0.6157963453729751,NA,49.77777833202799,26.945376846468925,22.832401485559068,NA,25.16802035395426,20.21573060979631,4.952289744157952,NA,55.468016654446785,NA,67.69695828706142,NA,69.35111701569765,NA,68.33322502010166,NA,66.89905487219838,NA,85.18814060393419,Sell,NA,NA,Sell,Sell,Sell,Sell,-771.5984611748718,199,492,0,0,0,0,1345581.5243415595,1113040.3247070312,19365.25,1065088.75,-0.00572715265866075,-0.005088489843858346,-0.005124582584125403
